CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"1132713",2316,837,187
"1132714",2317,1219,634
"1132715",2318,800,398
"1132716",2319,347,244
"1132717A",2320,2,0
"1132717B",2321,0,0
"1132717C",2322,0,0
"1132800",2323,0,0
"1132801",2324,1466,419
"1132802",2325,1796,568
"1132803",2326,697,133
"1132804",2327,985,288
"1132805",2328,1647,512
"1132806",2329,999,324
"1132807A",2330,923,302
"1132807B",2331,0,0
"1132808",2332,1188,378
"1132809",2333,859,475
"1132810A",2334,11,2
"1132810B",2335,0,0
"1132900",2336,1141,397
"1132901",2337,268,358
"1132902",2338,434,427
"1132903",2339,600,425
"1132904",2340,2,0
"1132905",2341,237,37
"1132910",2342,14,7
"1132911",2343,76,34
"1132920",2344,1093,420
"1132921",2345,1498,466
"1132922",2346,1911,659
"1132923",2347,1150,415
"1132924",2348,632,245
"1132925",2349,1372,309
"1132926",2350,659,225
"1132927",2351,1680,689
"1132928",2352,1349,255
"1132929",2353,448,162
"1132940",2354,700,138
"1132941",2355,1707,534
"1132942",2356,1858,540
"1133000",2357,1063,613
"1133001",2358,21,58
"1133002",2359,95,193
"1133003",2360,148,335
"1133004",2361,272,477
"1133005",2362,98,106
"1133006",2363,1192,608
"1133007",2364,432,181
"1133008",2365,1247,1607
"1133009",2366,526,657
"1133010",2367,120,34
"1133011",2368,218,400
"1133012",2369,17,11
"1133013",2370,75,101
"1133014",2371,318,217
"1133015",2372,50,29
"1133016A",2373,201,424
"1133016B",2374,0,0
"1133017",2375,21,104
"1133018",2376,59,190
"1133019",2377,14,76
"1133020",2378,21,54
"1133021",2379,20,93
"1133022",2380,31,130
"1133023",2381,27,139
"1133024",2382,38,123
"1133025",2383,2,20
"1133026",2384,15,67
"1133027",2385,26,119
"1133028",2386,28,114
"1133029",2387,21,62
"1133030",2388,3,3
"1133031",2389,82,94
"1133032",2390,90,222
"1133033",2391,14,34
"1133034",2392,48,169
"1133035",2393,54,158
"1133036",2394,4,1
"1133037",2395,12,41
"1133038",2396,19,132
"1133039",2397,84,299
"1133040",2398,33,106
"1133041",2399,5,15
"1133042",2400,38,155
"1133043",2401,54,195
"1133044",2402,80,245
"1133045",2403,18,47
"1133046",2404,216,475
"1133047",2405,259,202
"1133048",2406,89,247
"1133049",2407,59,223
"1133050",2408,71,206
"1133051",2409,26,67
"1133052",2410,71,197
"1133053",2411,124,322
"1133054",2412,158,510
"1133055",2413,190,491
"1133056",2414,147,450
"1133057",2415,156,427
"1133058",2416,87,289
"1133059",2417,48,194
"1133060",2418,35,191
"1133061",2419,32,128
"1133062",2420,60,269
"1133063",2421,168,546
"1133064",2422,108,424
"1133065",2423,74,249
"1133066",2424,76,235
"1133067",2425,73,272
"1133068",2426,171,581
"1133069",2427,49,218
"1133070",2428,95,355
"1133071",2429,80,276
"1133072",2430,3,6
"1133073",2431,6,26
"1133074",2432,49,73
"1133075",2433,13,23
"1133076",2434,0,0
"1133077",2435,498,656
"1133078",2436,242,455
"1133079",2437,100,65
"1133080",2438,178,184
"1133081",2439,478,275
"1133082",2440,98,200
"1133083",2441,204,184
"1133084",2442,171,340
"1133086",2443,981,648
"1133087",2444,0,0
"1133088",2445,11,12
"1133089",2446,9,5
"1133090",2447,266,408
"1133091",2448,0,0
"1133092",2449,77,186
"1133093",2450,1,4
"1133094",2451,0,0
"1133095",2452,0,0
"1133096",2453,0,0
"1133097",2454,6,25
"1133098",2455,7,33
"1133099",2456,8,35
"1133100",2457,409,410
"1133101",2458,155,173
"1133102",2459,333,496
"1133103",2460,398,647
"1133104",2461,763,993
"1133105",2462,489,477
"1133106",2463,418,749
"1133107",2464,274,475
"1133108",2465,707,359
"1133109",2466,1129,556
"1133110",2467,338,658
"1133111",2468,10,6
"1133112",2469,5,7
"1133113",2470,0,2
"1133114",2471,0,0
"1133200",2472,743,328
"1133201",2473,526,229
"1133202",2474,380,402
"1133203",2475,441,363
"1133204",2476,542,362
"1133205",2477,164,336
"1133206",2478,784,342
"1133207",2479,701,385
"1133208",2480,370,239
"1133209",2481,73,19
"1133210",2482,530,303
"1133211",2483,203,172
"1133300",2484,852,321
"1133301",2485,879,343
"1133302",2486,421,185
"1133303",2487,506,422
"1133304",2488,795,311
"1133305",2489,1068,512
"1133306",2490,337,164
"1133307",2491,352,202
"1133308",2492,418,234
"1133309",2493,591,231
"1133310",2494,661,264
"1133311",2495,629,273
"1133312",2496,856,445
"1133313",2497,1037,795
"1133314",2498,768,587
"1133315",2499,269,191
"1133316",2500,699,344
"1133317",2501,358,286
"1133318",2502,379,244
"1133400",2503,70,94
"1133401",2504,1,1
"1133402",2505,56,41
"1133404",2506,306,237
"1133405",2507,445,335
"1133406",2508,14,2
"1133407",2509,90,26
"1133408",2510,251,185
"1133409",2511,98,79
"1133410",2512,45,41
"1133411",2513,1,1
"1133500",2514,2225,408
"1133501",2515,5,0
"1133600",2516,317,318
"1133601",2517,360,451
"1133602",2518,112,144
"1133603",2519,67,67
"1133604",2520,438,541
"1133605",2521,361,577
"1133606",2522,213,447
"1133607",2523,479,1042
"1133608",2524,228,769
"1133609",2525,444,669
"1133610",2526,111,103
"1133611",2527,212,192
"1133612",2528,382,641
"1133613",2529,130,116
"1133614",2530,87,174
"1133615",2531,256,543
"1133616",2532,63,146
"1133617",2533,180,556
"1133618",2534,39,99
"1133619",2535,34,36
"1133620",2536,104,285
"1133621",2537,0,0
"1133700",2538,963,573
"1133701",2539,1031,571
"1133702",2540,640,303
"1133703",2541,23,4
"1133800",2542,267,947
"1133801",2543,37,60
"1133802",2544,340,671
"1133803",2545,244,641
"1133805",2546,293,878
"1133806",2547,59,203
"1133807",2548,244,448
"1133808",2549,776,701
"1133809",2550,44,62
"1133900",2551,627,1168
"1133920",2552,716,220
"1133921",2553,1046,441
"1133922",2554,7,15
"1133940A",2555,323,232
"1133940B",2556,0,0
"1133950",2557,240,262
"1134000",2558,64,63
"1134001",2559,145,203
"1134002",2560,273,179
"1134003A",2561,21,44
"1134003B",2562,0,0
"1134004",2563,276,312
"1134005",2564,200,136
"1134006A",2565,318,241
"1134006B",2566,0,0
"1134007",2567,66,36
"1134008",2568,43,98
"1134009A",2569,135,255
"1134009B",2570,0,0
"1134010",2571,365,243
"1134011",2572,119,143
"1134012",2573,18,14
"1134013",2574,123,42
"1134014",2575,809,239
"1134015",2576,206,287
"1134016",2577,265,327
"1134017",2578,104,109
"1134018",2579,336,251
"1134019",2580,317,579
"1134020",2581,128,203
"1134021",2582,544,1129
"1134022",2583,316,721
"1134023",2584,1,0
"1134024",2585,132,239
"1134025",2586,16,34
"1134026",2587,7,28
"1134027",2588,26,40
"1134028",2589,28,87
"1134029",2590,1,0
"1134030",2591,1,8
"1134031",2592,92,246
"1134032",2593,522,872
"1134033",2594,389,534
"1134035",2595,108,248
"1134036",2596,46,134
"1134037",2597,21,24
"1134038",2598,139,340
"1134039",2599,17,64
"1134040",2600,24,85
"1134041",2601,27,79
"1134043",2602,99,212
"1134044",2603,44,123
"1134046",2604,53,153
"1134047",2605,31,122
"1134048",2606,10,1
"1134049",2607,0,0
"1134050",2608,677,869
"1134051",2609,0,0
"1134052",2610,662,824
"1134053",2611,50,78
"1134054",2612,37,71
"1134055",2613,260,343
"1134056",2614,176,353
"1134057",2615,160,240
"1134058",2616,95,162
"1134059",2617,41,64
"1134060",2618,184,302
"1134061",2619,217,285
"1134062",2620,174,252
"1134063",2621,337,561
"1134065",2622,102,151
"1134066",2623,100,133
"1134067",2624,182,263
"1134068",2625,186,305
"1134069",2626,341,529
"1134070",2627,126,220
"1134071",2628,36,62
"1134072",2629,19,51
"1134073",2630,241,316
"1134074",2631,393,588
"1134075",2632,97,172
"1134076",2633,270,401
"1134077",2634,138,230
"1134078",2635,186,346
"1134079",2636,922,1026
"1134080",2637,224,151
"1134081",2638,258,422
"1134082",2639,76,194
"1134083",2640,137,266
"1134084",2641,31,68
"1134085",2642,74,103
"1134086",2643,224,364
"1134087",2644,76,138
"1134088",2645,22,62
"1134090",2646,12,11
"1134091A",2647,0,0
"1134091B",2648,0,0
"1134091C",2649,0,0
"1134092",2650,33,35
"1134093",2651,4,14
"1134094",2652,107,85
"1134095",2653,11,9
"1134096",2654,3,0
"1134097A",2655,170,167
"1134097B",2656,0,0
"1134098",2657,13,11
"1134099",2658,434,130
"1134100",2659,6,5
"1134101",2660,6,17
"1134102",2661,102,37
"1134103",2662,22,47
"1134104",2663,2,7
"1134105",2664,2,2
"1134106",2665,52,29
"1134107",2666,2,9
"1134108",2667,2,8
"1134109",2668,3,6
"1134110",2669,34,130
"1134111",2670,33,46
"1134112",2671,49,7
"1134113",2672,202,238
"1134114",2673,131,247
"1134115",2674,92,72
"1134116",2675,0,0
"1134117",2676,4,3
"1134118",2677,2,1
"1134119",2678,1,0
"1134120",2679,43,103
"1134121",2680,0,0
"1134122",2681,0,0
"1134123",2682,0,0
"1134124",2683,0,0
"1134125",2684,0,0
"1134300",2685,169,170
"1134500",2686,590,398
"1134501",2687,565,299
"1134502",2688,758,632
"1134503",2689,724,684
"1134504",2690,306,189
"1134505",2691,470,257
"1134506",2692,304,139
"1134507",2693,71,110
"1134508",2694,95,79
"1134509",2695,420,153
"1134510",2696,345,242
"1134511",2697,332,226
"1134512",2698,329,119
"1134513",2699,380,287
"1134514",2700,356,159
"1134515",2701,268,217
"1134516",2702,4,4
"1134517",2703,1119,383
"1134518",2704,386,222
"1134519",2705,847,553
"1134520",2706,139,133
"1134521",2707,1122,582
"1134522",2708,687,532
"1134523",2709,131,114
"1134525",2710,249,195
"1134527",2711,215,174
"1134528",2712,0,0
"1134529",2713,190,127
"1134530",2714,16,26
"1134531",2715,173,56
"1134532",2716,67,41
"1134533",2717,189,141
"1134534",2718,14,14
"1134535",2719,115,107
"1134536",2720,11,7
"1134537",2721,2,1
"1134538",2722,129,108
"1134539",2723,0,0
"1134540",2724,0,0
"1134541",2725,0,0
"1134542",2726,0,0
"1134600",2727,655,241
"1134601",2728,1106,423
"1134602",2729,493,221
"1134603",2730,8,5
"1134604",2731,710,327
"1134605",2732,620,286
"1134606",2733,684,338
"1134607",2734,306,228
"1134608A",2735,651,439
"1134608B",2736,0,0
"1134609",2737,243,260
"1134610",2738,675,231
"1134611",2739,399,235
"1134612",2740,106,38
"1134613",2741,88,101
"1134614",2742,225,43
"1134615",2743,46,33
"1134616",2744,222,139
"1134617",2745,55,23
"1134618",2746,113,80
"1134619",2747,455,163
"1134620",2748,450,227
"1134621",2749,455,546
"1134622",2750,455,266
"1134623",2751,500,281
"1134624",2752,463,196
"1134625",2753,686,283
"1134626",2754,932,323
"1134627A",2755,1122,763
"1134627B",2756,0,0
"1134628",2757,229,322
"1134629",2758,222,148
"1134630",2759,478,216
"1134631",2760,405,163
"1134632",2761,278,271
"1134633",2762,136,150
"1134634",2763,910,498
"1134635",2764,278,295
"1134636",2765,0,3
"1134637",2766,798,601
"1134639",2767,99,100
"1134640",2768,416,367
"1134641",2769,130,54
"1134642",2770,37,21
"1134644",2771,43,63
"1134645",2772,3,0
"1134646",2773,119,55
"1134647",2774,1141,489
"1134648",2775,265,313
"1134649",2776,13,18
"1134651",2777,7,6
"1134652",2778,132,74
"1134653",2779,8,6
"1134654",2780,214,116
"1134655",2781,34,0
"1134656",2782,17,18
"1134657",2783,6,18
"1134658",2784,18,9
"1134659",2785,43,45
"1134660",2786,13,5
"1134661",2787,128,115
"1134662",2788,42,30
"1134663",2789,0,0
"1134664",2790,476,304
"1150001",2791,376,31
"1150002",2792,440,51
"1150003",2793,622,76
"1150004",2794,541,56
"1150005",2795,74,2
"1150011",2796,70,2
"1150012",2797,28,3
"1150013",2798,52,3
"1150017",2799,41,0
"1170001",2800,446,64
"1170002",2801,455,96
"1170003",2802,1426,129
"1170004",2803,514,108
"1190001",2804,389,26
"1190003",2805,164,18
"1190004",2806,231,24
"1190005",2807,348,31
"1190007",2808,128,10
"1190009",2809,149,3
"1190010",2810,177,22
"1211000",2811,1448,120
"1211001",2812,689,77
"1211002",2813,499,74
"1211003",2814,1574,164
"1211004",2815,1311,478
"1211005",2816,1161,133
"1211006",2817,1496,491
"1211007",2818,1505,562
"1211008",2819,650,86
"1211009",2820,744,358
"1211010",2821,923,325
"1211011",2822,721,444
"1211012",2823,945,447
"1211013",2824,873,383
"1211014",2825,38,47
"1211015",2826,1057,326
"1211016",2827,1186,319
"1211017",2828,592,126
"1211018",2829,1728,561
"1211019",2830,794,308
"1211020",2831,1934,382
"1211021",2832,1346,305
"1211022",2833,1273,326
"1211023",2834,1463,328
"1211024",2835,1053,159
"1211025",2836,1599,333
"1211026",2837,1122,701
"1211027",2838,205,103
"1211028",2839,636,335
"1211029",2840,1250,404
"1211030",2841,1848,359
"1211031",2842,1033,204
"1211032",2843,2177,537
"1211033",2844,972,294
"1211034",2845,1611,385
"1211035",2846,1322,240
"1211036",2847,2095,281
"1211037",2848,354,57
"1211038",2849,76,64
"1211039",2850,4,0
"1211040",2851,1152,214
"1211041",2852,749,368
"1211042",2853,85,2
"1211043",2854,97,20
"1211044",2855,1288,457
"1211045",2856,793,63
"1211046",2857,1361,426
"1211047",2858,222,58
"1211048",2859,348,51
"1211049",2860,59,30
"1211050",2861,884,205
"1211051",2862,907,154
"1211052",2863,1002,250
"1211053",2864,1397,197
"1211054",2865,260,160
"1211055",2866,405,130
"1211056",2867,539,99
"1211057",2868,900,123
"1212000",2869,540,608
"1212001",2870,560,641
"1212002",2871,909,729
"1212003",2872,537,290
"1212004",2873,926,471
"1212005",2874,1590,500
"1212006",2875,1100,374
"1212007",2876,858,499
"1212008",2877,1007,412
"1212009",2878,788,300
"1212010",2879,1416,528
"1212011",2880,954,404
"1212012",2881,858,151
"1212013",2882,652,202
"1212014",2883,1087,267
"1212015A",2884,1225,457
"1212015B",2885,0,0
"1212016",2886,1137,448
"1212017",2887,2049,426
"1212018",2888,746,441
"1212019",2889,0,0
"1212020",2890,1945,345
"1212021",2891,1143,404
"1212022",2892,1092,235
"1212023",2893,1142,374
"1212024",2894,663,221
"1212025",2895,723,194
"1212026",2896,1363,308
"1212027",2897,1321,292
"1212028",2898,1022,480
"1212029",2899,661,264
"1212030",2900,1436,623
"1212031",2901,1118,435
"1212032",2902,772,306
"1212033",2903,794,414
"1212034",2904,508,308
"1212035",2905,870,341
"1212036",2906,318,67
"1212096",2907,0,0
"1212097",2908,0,0
"1212098",2909,0,0
"1212099",2910,0,0
"1213000",2911,1542,442
"1213001",2912,1492,314
"1213002",2913,2135,310
"1213003",2914,1116,204
"1213004",2915,1484,235
"1213005",2916,1003,186
"1213006",2917,1408,374
"1213007",2918,1256,556
"1213008",2919,1148,305
"1213009",2920,914,255
"1213010",2921,1305,555
"1213011",2922,1009,555
"1213012",2923,623,236
"1213013",2924,876,306
"1213014",2925,686,275
"1213015",2926,619,332
"1213016",2927,434,288
"1213017",2928,523,570
"1213018",2929,291,134
"1213019",2930,1047,637
"1213020",2931,138,81
"1213021",2932,1289,499
"1213022",2933,87,21
"1213023",2934,155,44
"1213024",2935,1306,294
"1213025",2936,1639,378
"1213026",2937,1051,272
"1213027",2938,1776,443
"1213028",2939,1772,443
"1213029",2940,932,300
"1213030",2941,1040,250
"1213031",2942,1442,279
"1213032",2943,333,264
"1213033",2944,926,208
"1213098",2945,0,0
"1213099",2946,0,0
"1214000",2947,1931,286
"1214001",2948,683,74
"1214002",2949,1756,188
"1214003",2950,2644,228
"1214004",2951,275,443
"1214005",2952,818,398
"1214006",2953,581,472
"1214007",2954,515,616
"1214008",2955,294,376
"1214009",2956,618,725
"1214010",2957,513,300
"1214011",2958,843,831
"1214012",2959,849,281
"1214013",2960,56,97
"1214014",2961,179,454
"1214015",2962,138,156
"1214016",2963,1,1
"1214017",2964,2240,226
"1214018",2965,919,108
"1214019",2966,96,13
"1214020",2967,540,52
"1214021",2968,955,82
"1214022",2969,1336,163
"1214023A",2970,1562,231
"1214023B",2971,0,0
"1214024",2972,1403,300
"1214025",2973,1360,371
"1214026",2974,634,180
"1214027",2975,1597,397
"1214028",2976,2059,306
"1214029",2977,407,77
"1214030",2978,215,32
"1214031",2979,2117,290
"1214032",2980,2421,363
"1214033",2981,1086,192
"1214034",2982,1534,359
"1214035",2983,1886,326
"1214036",2984,1523,150
"1214037",2985,425,359
"1214038",2986,115,29
"1214039",2987,224,572
"1214040",2988,392,180
"1214041",2989,616,240
"1214042",2990,15,2
"1214043",2991,1273,166
"1214044",2992,1561,227
"1214045",2993,522,1039
"1214046",2994,1750,264
"1214047",2995,905,158
"1214048",2996,1590,317
"1214049",2997,823,91
"1230101",2998,696,63
"1230102",2999,168,85
"1230201",3000,233,22
"1230202",3001,480,46
"1230203",3002,445,38
"1230301",3003,700,42
"1230302",3004,527,40
"1230303",3005,200,18
"1230401",3006,1014,113
"1230402",3007,641,31
"1250001",3008,62,4
"1250002",3009,52,5
"1250003A",3010,43,1
"1250003B",3011,23,1
"1250003C",3012,109,6
"1250004A",3013,83,9
"1250004B",3014,4,0
"1250005",3015,114,4
"1250006",3016,156,13
"1270001",3017,279,160
"1270002",3018,229,182
"1270003",3019,57,30
"1270004",3020,30,15
"1270005",3021,87,80
"1270006",3022,173,95
"1270007",3023,83,75
"1290101",3024,122,8
"1290102",3025,170,10
"1290201",3026,352,31
"1290301",3027,102,9
"1290303",3028,147,9
"1290401",3029,220,22
"1310001",3030,242,199
"1310002",3031,168,105
"1310003",3032,72,81
"1310004",3033,37,13
"1310005",3034,69,40
"1310006",3035,18,7
"1310007",3036,49,13
"1310008",3037,490,187
"1310009",3038,136,124
"1330001",3039,1276,89
"1330002",3040,172,16
"1330003",3041,628,77
"1330004",3042,181,10
"1330005",3043,291,16
"1330006",3044,180,12
"1330007",3045,1042,72
"1330008",3046,1323,116
"1330009",3047,326,11
"1350101",3048,1251,223
"1350102",3049,742,167
"1350103",3050,439,82
"1350104",3051,98,11
"1350106",3052,520,69
"1350107",3053,341,33
"1350108",3054,1024,136
"1350109",3055,103,8
"1350110",3056,1408,259
"1350111",3057,167,36
"1350201",3058,2865,367
"1350202",3059,1321,143
"1350203",3060,1223,178
"1350204",3061,627,100
"1350205",3062,849,122
"1350206",3063,339,30
"1350207",3064,928,42
"1350208",3065,1595,236
"1350209",3066,434,77
"1350301",3067,704,188
"1350302",3068,328,80
"1350303",3069,456,131
"1350304",3070,107,39
"1350305",3071,92,38
"1350306",3072,230,74
"1350307",3073,498,150
"1350308",3074,334,70
"1350309",3075,441,88
"1350311",3076,315,79
"1350312",3077,526,106
"1350401",3078,228,49
"1350402",3079,216,143
"1350403",3080,258,195
"1350404",3081,338,80
"1350405",3082,86,70
"1350406",3083,455,174
"1350407",3084,267,44
"1350408",3085,94,51
"1350409",3086,248,78
"1350412",3087,118,54
"1370001",3088,71,7
"1370002",3089,243,16
"1370003",3090,184,21
"1370004",3091,115,9
"1390101",3092,1367,276
"1390102",3093,1632,268
"1390103",3094,1931,373
"1390104",3095,1701,265
"1390105",3096,2075,337
"1390106",3097,1653,192
"1390107",3098,1762,302
"1390108",3099,1556,253
"1390109",3100,929,184
"1390110",3101,1419,570
"1390111",3102,1032,161
"1390112",3103,806,125
"1390113",3104,194,204
"1390114",3105,818,151
"1390115",3106,632,178
"1390116",3107,829,154
"1390117",3108,936,205
"1390118",3109,1108,236
"1390119",3110,631,97
"1390120",3111,248,37
"1390121",3112,887,159
"1390122",3113,559,102
"1390123",3114,94,98
"1390124",3115,221,161
"1390125",3116,1504,251
"1390126",3117,352,90
"1390127",3118,153,25
"1390128",3119,36,26
"1390129",3120,282,60
"1390130",3121,227,39
"1390131",3122,697,125
"1390132",3123,266,35
"1390133",3124,211,47
"1390134",3125,386,27
"1390135",3126,1835,186
"1390136",3127,313,29
"1390137",3128,604,76
"1390138",3129,739,106
"1390139",3130,547,58
"1390140",3131,1921,425
"1390141",3132,917,161
"1390142",3133,814,171
"1390143",3134,1295,261
"1390144",3135,501,349
"1390145",3136,965,503
"1390146",3137,977,311
"1390147",3138,1476,365
"1390148",3139,730,263
"1390149",3140,455,123
"1410001",3141,303,260
"1410002",3142,468,383
"1410003",3143,461,304
"1410004",3144,331,170
"1410005",3145,589,403
"1410006",3146,769,304
"1410007",3147,743,434
"1410008",3148,1113,316
"1410009",3149,872,503
"1410010",3150,592,563
"1410011",3151,989,719
"1410012",3152,355,207
"1410013",3153,698,540
"1410014",3154,1082,550
"1410015",3155,859,390
"1410016",3156,636,634
"1410017",3157,467,253
"1410018",3158,1000,460
"1410019",3159,709,544
"1410020",3160,300,202
"1410021",3161,717,318
"1410022",3162,572,385
"1410023",3163,472,174
"1410024",3164,965,460
"1410025",3165,621,429
"1410026",3166,435,286
"1410027",3167,353,309
"1410028",3168,46,67
"1410029",3169,422,414
"1410030",3170,14,30
"1410031",3171,197,247
"1410032",3172,352,338
"1410033",3173,465,406
"1410034",3174,81,124
"1410035",3175,442,412
"1410036",3176,230,423
"1410037",3177,169,221
"1410038",3178,226,362
"1410039",3179,64,74
"1410040",3180,92,126
"1410041",3181,99,141
"1410042",3182,157,221
"1410043",3183,628,306
"1410044",3184,813,527
"1410045",3185,703,509
"1410046",3186,246,196
"1410047",3187,643,360
"1410048",3188,277,282
"1410049",3189,292,227
"1410050",3190,485,443
"1410051",3191,480,297
"1410052",3192,355,299
"1410053",3193,460,406
"1410054",3194,304,263
"1410055",3195,485,325
"1410056",3196,511,298
"1410057",3197,260,211
"1410058",3198,317,236
"1410059",3199,373,338
"1410060",3200,684,322
"1410061",3201,315,224
"1410062",3202,178,165
"1410063",3203,284,314
"1410064",3204,300,321
"1410065",3205,94,62
"1410066",3206,274,299
"1410067",3207,305,303
"1410068",3208,92,118
"1410069",3209,504,590
"1410070",3210,327,412
"1410071",3211,276,363
"1410072",3212,173,207
"1410073",3213,143,217
"1410074",3214,219,290
"1410075",3215,290,301
"1410076",3216,172,192
"1410077",3217,302,374
"1410078",3218,167,187
"1410079",3219,68,82
"1410080",3220,113,196
"1410081",3221,50,38
"1410082",3222,199,254
"1410083",3223,130,182
"1410084",3224,241,270
"1410085",3225,144,211
"1410086",3226,75,71
"1410087",3227,1,1
"1410088A",3228,149,85
"1410088B",3229,1,0
"1410089",3230,402,462
"1410090",3231,441,317
"1410091",3232,171,167
"1410092",3233,700,495
"1410093",3234,286,268
"1410094",3235,470,396
"1410095",3236,585,458
"1410096",3237,714,463
"1410097",3238,383,327
"1410098",3239,522,319
"1410099",3240,206,181
"1410100",3241,568,449
"1410101",3242,556,395
"1410102",3243,372,342
"1410103",3244,500,309
"1410104",3245,617,413
"1410105",3246,542,438
"1410106",3247,502,446
"1410107",3248,430,351
"1410108",3249,542,308
"1410109",3250,412,288
"1410110",3251,599,518
"1410111",3252,320,353
"1410112",3253,460,505
"1410113",3254,417,368
"1410114",3255,613,609
"1410115",3256,378,313
"1410116",3257,598,543
"1410117",3258,529,502
"1410118",3259,457,379
"1410119",3260,493,389
"1410120",3261,477,484
"1410121",3262,344,346
"1410122",3263,567,595
"1410123",3264,410,456
"1410124",3265,410,442
"1410125",3266,730,736
"1410126",3267,984,809
"1410127",3268,63,43
"1410128",3269,234,194
"1410129",3270,573,487
"1410130",3271,626,516
"1410131",3272,278,251
"1410132",3273,45,54
"1410133",3274,280,343
"1410134",3275,166,170
"1410135",3276,236,315
"1410136",3277,172,227
"1410137",3278,161,272
"1410138",3279,207,261
"1410139",3280,288,294
"1410140",3281,162,204
"1410141",3282,144,193
"1410142",3283,115,152
"1410143",3284,254,346
"1410144",3285,261,359
"1410145",3286,267,308
"1410146",3287,116,178
"1410147",3288,187,235
"1410148",3289,247,343
"1410149",3290,299,372
"1410150",3291,185,227
"1410151",3292,172,285
"1410152",3293,162,224
"1410153",3294,273,340
"1410154",3295,229,297
"1410155",3296,120,136
"1410156",3297,289,373
"1410157",3298,166,237
"1410158",3299,475,362
"1410159",3300,149,172
"1410160",3301,256,336
"1410161",3302,143,122
"1410162",3303,331,435
"1410163",3304,298,326
"1410164",3305,363,380
"1410165",3306,290,412
"1410166",3307,522,305
"1410167",3308,294,413
"1410168",3309,586,447
"1410169",3310,275,312
"1410170",3311,483,307
"1410171",3312,157,200
"1410172",3313,448,383
"1410173",3314,192,109
"1410174",3315,1,2
"1410175",3316,33,39
"1410176",3317,250,164
"1410177",3318,153,80
"1410178",3319,253,180
"1410179",3320,42,72
"1410180",3321,147,207
"1410181",3322,430,330
"1410182",3323,216,206
"1410183",3324,0,0
"1410184",3325,0,0
"1410185",3326,187,112
"1410186",3327,168,134
"1410187",3328,0,0
"1410188",3329,19,18
"1410189",3330,4,2
"1410190",3331,0,0
"1410191",3332,0,0
"1410192",3333,742,506
"1410193",3334,151,110
"1410194",3335,339,220
"1410195",3336,321,297
"1410196",3337,488,404
"1410197",3338,485,439
"1410198",3339,741,618
"1410199",3340,385,291
"1410200",3341,25,19
"1410201",3342,480,362
"1410202",3343,393,301
"1410203",3344,301,230
"1410204",3345,0,0
"1410205",3346,261,299
"1410206",3347,81,90
"1410207",3348,171,217
"1410208",3349,148,172
"1430010",3350,413,104
"1430011",3351,176,45
"1430012",3352,647,68
"1430018",3353,946,86
"1430019",3354,645,74
"1430020",3355,553,60
"1430021",3356,589,72
"1430023",3357,213,29
"1430024",3358,425,34
"1430025",3359,389,26
"1430030",3360,353,28
"1430031",3361,636,50
"1430032",3362,710,96
"1430033",3363,290,107
"1430034",3364,621,50
"1430035",3365,35,25
"1430041",3366,396,30
"1430044",3367,1072,74
"1430045",3368,646,142
"1430046",3369,275,68
"1430047",3370,491,72
"1450101",3371,175,32
"1450104",3372,350,29
"1450105",3373,276,63
"1450201",3374,244,27
"1450203",3375,27,40
"1450204",3376,88,61
"1450301",3377,258,20
"1450302",3378,114,12
"1450303",3379,325,18
"1450304",3380,351,53
"1450403",3381,388,60
"1450404",3382,341,33
"1450405",3383,264,48
"1470001",3384,543,63
"1470002",3385,596,44
"1470003",3386,231,41
"1470004",3387,504,75
"1470005",3388,260,25
"1470006",3389,335,29
"1470007",3390,240,35
"1470009",3391,453,23
"1470010",3392,1116,95
"1470011",3393,1137,86
"1470012",3394,577,39
"1470013",3395,344,36
"1470015",3396,408,25
"1470016",3397,165,12
"1470018",3398,1157,126
"1470019",3399,703,84
"1490002",3400,105,15
"1490003",3401,225,17
"1490004",3402,431,43
"1490005",3403,148,8
"1490006",3404,250,33
"1490007",3405,354,30
"1490008",3406,215,16
"1490009",3407,134,21
"1490010",3408,355,31
"1490011",3409,239,23
"1490012",3410,198,31
"1490013",3411,317,35
"1490014",3412,152,11
"1490015",3413,199,17
"1490016",3414,713,93
"1490017",3415,259,11
"149001E",3416,446,33
"149001N",3417,933,151
"149001W",3418,375,42
"1490020",3419,406,32
"1490021",3420,145,11
"1490022",3421,104,9
"1490023",3422,140,12
"1490024",3423,149,12
"1490025",3424,1108,125
"1490026",3425,293,28
"1510001",3426,297,25
"1510004",3427,329,34
"1510010",3428,212,29
"1510012",3429,269,32
"1530001",3430,558,48
"1530009",3431,51,1
"1530018",3432,450,39
"1530023",3433,258,63
"1530024",3434,93,12
"153024BA",3435,42,15
"153024BB",3436,0,0
"1550101",3437,48,4
"1550201",3438,98,7
"1550301",3439,73,11
"1550401",3440,81,13
"1571001",3441,814,141
"1571002",3442,301,248
"1571003",3443,225,331
"1571007",3444,2096,903
"1571008",3445,442,51
"1571010",3446,1863,179
"1571012",3447,593,183
"1571013",3448,893,258
"1571015",3449,550,67
"1571018",3450,912,85
"1571021",3451,424,25
"1571024",3452,438,54
"1571025",3453,1250,348
"1571037",3454,768,222
"1571040",3455,217,196
"1571048",3456,297,150
"1571054",3457,133,30
"1571058",3458,136,145
"1571067",3459,679,442
"1571068",3460,250,11
"1571072",3461,46,3
